age,female,hisp,education,earnings,hours,week,union,uncov,region,race,marital
45,0,0,12,2.2,40,52,0,0,4,2,7
37,1,1,11,2.5,40,52,0,0,4,1,1
34,0,1,4,6,40,52,1,0,4,1,1
23,0,0,11,3,40,52,0,0,4,1,7
46,0,0,14,4.7445,40,52,0,0,4,1,6
32,1,0,13,5.2,50,52,0,0,4,1,5
46,0,1,13,6.5,50,52,0,0,4,1,6
39,0,0,18,0.015,40,52,0,0,4,3,1
45,1,0,16,4.9,40,52,0,0,4,1,5
50,0,0,13,2,40,52,0,0,4,1,1
53,1,0,18,8.5,45,52,0,0,4,1,1
34,0,0,12,5,55,52,0,0,4,1,1
22,0,0,12,8,40,52,1,0,4,1,1
26,0,0,13,8,40,52,1,0,4,1,7
45,1,0,16,8,40,52,0,0,4,4,1
68,0,0,16,2.1,50,52,0,0,4,4,1
42,1,0,16,8,40,52,0,0,4,4,1
36,0,0,13,3.5,40,52,0,0,4,1,5
42,1,0,12,1.85,40,52,0,0,4,1,1
41,1,1,12,4.8,40,52,0,0,4,1,5
60,1,1,12,4,40,52,0,0,4,1,5
52,0,0,18,3,60,52,0,0,4,1,7
24,1,1,12,2.9,40,52,0,0,4,1,1
34,0,1,12,2.4002,40,52,0,0,4,1,1
43,1,0,12,17,40,52,0,0,4,1,1
32,0,0,11,2.875,40,52,0,0,4,1,5
56,1,0,12,3.9031,40,52,1,0,4,2,7
23,1,1,13,4,40,52,0,0,4,1,7
28,0,1,11,2.5,40,52,0,0,4,1,1
48,1,0,12,2.9,40,52,0,0,4,1,1
32,0,0,13,9.3,40,52,1,0,4,1,1
44,0,0,13,5,40,52,1,0,4,1,7
36,0,1,16,9,40,52,1,0,4,1,7
26,0,0,12,2.8,40,52,0,0,4,1,7
56,0,0,14,5,40,52,0,0,4,1,5
47,1,0,13,9,40,52,0,0,4,1,5
51,1,0,14,3.9,40,52,0,0,4,1,5
43,0,0,13,8.6,40,52,1,0,4,1,4
52,1,0,12,4.4,40,52,0,0,4,4,5
51,0,0,16,3.3,38,52,0,0,4,5,1
44,1,0,18,7.8,40,52,0,0,4,1,1
44,1,0,16,6.6,40,52,0,0,4,2,5
41,0,0,16,3.5,40,52,0,0,4,2,7
47,0,0,12,3.8,40,52,0,0,4,1,5
46,0,0,12,5.9,40,52,0,0,4,1,7
56,1,0,14,6.9737,40,52,0,0,4,5,1
18,0,0,11,0.25,40,52,0,0,4,1,7
37,1,0,13,2.8,40,52,0,0,4,1,1
38,0,0,13,6.8,40,52,0,0,4,1,1
52,0,0,16,10,40,52,0,0,4,1,1
38,0,0,13,6,48,52,0,0,4,7,1
39,0,0,14,5,48,48,0,0,4,1,1
58,0,0,13,12.5,50,52,0,0,4,1,1
47,1,0,14,4,40,52,0,0,4,1,1
22,1,0,13,3,40,52,0,0,4,1,7
25,1,1,13,3.3,40,52,0,0,4,1,1
33,1,0,16,2.9,40,52,0,0,4,4,1
39,0,0,13,3.2,52,52,0,0,4,4,1
40,0,1,12,5.2,45,52,0,0,4,1,1
50,0,1,12,3.328,50,52,0,0,4,1,1
40,1,0,20,10,40,52,0,0,4,1,1
40,0,0,20,18,45,52,0,0,4,1,1
54,0,0,16,4,40,52,0,0,4,1,7
59,0,0,12,0.088,40,52,0,0,4,1,1
60,0,0,12,4,40,52,0,0,4,1,5
32,0,1,14,1.4,40,52,0,0,4,1,1
39,0,0,12,3.7,40,52,0,0,4,2,1
38,1,0,12,5,40,52,0,0,4,2,1
40,1,0,13,2.5,38,52,0,0,4,1,1
49,0,0,16,4,40,52,0,0,4,1,1
63,1,0,18,3.5,40,52,0,0,4,1,5
40,0,0,20,5,40,52,0,0,4,1,7
48,1,0,11,2.6,75,52,0,0,4,4,5
61,1,0,13,2.8,40,52,0,0,4,2,1
40,0,1,10,3.7,40,52,0,0,4,1,5
65,0,0,13,2,40,52,0,0,4,2,1
30,1,0,16,3.6,40,52,0,0,4,4,7
56,0,0,13,3.5,40,52,0,0,4,1,1
57,1,0,13,5,40,52,0,0,4,1,1
63,0,0,13,3,40,52,0,0,4,1,1
63,1,0,12,3.9,40,52,0,0,4,1,1
51,0,1,9,3.2,40,52,0,0,4,7,1
61,1,1,9,2.3,40,52,0,0,4,7,1
31,1,0,13,3.5,40,52,0,0,4,1,4
48,0,0,14,6,40,52,0,0,4,1,1
55,1,0,12,3.6,40,52,0,0,4,1,5
49,0,0,14,9.6,45,52,0,0,4,1,5
42,0,0,18,8.6,60,52,0,0,4,1,1
37,1,0,16,3.5,40,52,0,0,4,1,1
41,0,0,16,13.7946,40,52,0,0,4,1,7
31,0,1,9,3,40,52,0,0,4,1,1
39,1,0,18,3.6,40,52,0,0,4,7,5
37,0,0,16,2.4,40,52,0,0,4,1,1
34,0,0,16,6.7,48,52,0,0,4,1,1
29,1,0,12,4.1,48,50,0,0,4,1,1
44,0,0,12,2.9376,40,52,0,0,4,2,5
52,1,0,14,3.0624,40,52,0,0,4,4,7
61,1,0,20,8.9,48,52,0,0,4,1,5
34,1,0,12,6.5,50,52,0,0,4,5,1
38,0,0,16,10.6,45,52,0,0,4,2,1
27,0,0,14,7.2,55,52,0,0,4,1,7
36,0,0,18,7.89,40,52,0,0,4,1,1
33,1,0,18,5.2,40,48,0,0,4,1,1
28,0,0,14,4.5,52,52,0,0,4,1,7
27,1,0,12,4.3,40,52,0,0,4,1,7
29,1,1,13,3.2,40,52,0,0,4,1,7
41,0,0,16,11.5,60,52,0,0,4,1,7
40,1,0,16,4.7,40,52,0,0,4,1,7
61,1,0,12,2.468,40,52,0,0,4,1,5
52,1,0,12,3.5,40,52,0,0,4,4,3
31,0,0,13,3,40,52,0,0,4,1,3
40,0,1,6,2.6,40,52,0,0,4,3,1
39,1,1,6,2.1,40,52,0,0,4,1,1
66,1,0,12,3.4,40,52,0,0,4,1,1
55,0,0,14,10.1,50,52,0,0,4,1,1
33,0,0,13,2.8,40,52,0,0,4,1,7
28,0,0,12,3.5,40,52,0,0,4,1,1
52,0,0,13,8.4344,40,52,0,0,4,10,1
49,1,0,13,8.1163,55,52,0,0,4,2,1
37,0,1,12,4.1,40,52,0,0,4,7,1
51,0,0,12,7.292,45,52,0,0,4,1,1
37,0,0,13,8.5,40,52,0,0,4,1,1
28,0,0,16,6,40,52,0,0,4,4,1
26,0,0,12,15,50,52,0,0,4,1,1
72,1,0,20,10,40,52,0,0,4,1,4
26,0,0,12,1.2,40,52,0,0,4,1,7
46,1,0,14,2,40,52,0,0,4,1,5
24,0,1,12,3.0002,40,52,0,0,4,1,1
22,0,0,12,3,40,52,0,0,4,2,1
54,1,0,14,5.2,40,52,0,0,4,2,5
42,0,0,14,3.3,40,52,0,0,4,1,7
34,1,0,12,2.5,40,52,0,0,4,1,5
32,0,0,14,3.7,40,48,0,0,4,1,7
30,1,0,16,3.5,45,52,0,0,4,4,7
49,0,0,16,7.1171,40,52,0,0,4,1,5
49,1,0,13,11.3,60,52,0,0,4,1,1
51,0,0,13,8.7,40,52,0,0,4,1,1
65,0,0,12,14,40,52,0,0,4,1,1
31,1,1,12,3.5,40,52,0,0,4,1,1
36,0,0,12,5,40,52,0,0,4,1,3
43,0,1,11,4.5,40,48,0,0,4,7,3
36,0,1,12,4,40,52,0,0,4,1,7
21,0,1,9,1.5,40,52,0,0,4,1,7
43,1,1,6,0.9,40,52,0,0,4,1,3
21,0,0,12,2,40,52,0,0,4,1,7
23,1,0,12,2,40,52,0,0,4,1,7
40,0,0,12,2.496,40,52,0,0,4,4,7
40,0,0,12,1.2,40,49,0,0,4,4,7
54,1,0,13,4,40,52,0,0,4,2,1
55,0,0,12,4,40,52,0,0,4,2,1
41,0,0,13,4,40,52,0,0,4,2,5
28,0,0,12,3.25,40,52,0,0,4,5,7
56,0,0,16,2,40,50,0,0,4,1,1
52,1,0,16,4,40,52,0,0,4,1,1
41,1,0,16,3.5,40,52,0,0,4,5,7
47,1,0,13,1.2,40,48,0,0,4,4,1
50,1,0,14,3.5,40,52,0,0,4,1,1
27,0,0,12,5.5,40,52,0,0,4,1,7
25,1,0,12,3.1,40,52,0,0,4,1,7
25,1,0,13,3.8,40,52,0,0,4,1,1
30,0,0,12,8,40,52,0,0,4,1,1
24,1,0,12,2,40,52,0,0,4,1,7
24,1,0,12,2.4,40,52,0,0,4,1,7
40,0,0,16,38.9599,50,52,0,0,4,1,1
29,1,0,20,7.5,60,52,0,0,4,1,1
36,1,0,12,4.9,50,52,0,0,4,2,7
35,0,1,16,6,40,52,0,0,4,1,5
40,1,1,12,7.1367,40,52,0,0,4,1,5
28,1,0,16,4.3,40,52,0,0,4,1,7
28,0,0,16,3.6,40,52,0,0,4,1,7
44,0,0,16,3.5,40,52,0,0,4,1,7
42,1,0,13,2.5,40,52,0,0,4,1,1
45,0,1,12,4.5,40,52,0,0,4,1,1
27,0,1,13,4.9,40,52,0,0,4,1,1
38,0,0,13,4.2,50,52,0,0,4,1,1
34,1,0,14,5,50,52,0,0,4,4,1
35,0,0,12,3.4,45,52,0,0,4,1,1
42,1,0,14,3.2,40,52,0,0,4,1,1
26,1,0,13,2.5,40,52,0,0,4,2,1
28,0,0,10,4.5,40,52,0,0,4,1,7
28,1,0,16,3,45,52,0,0,4,1,7
55,0,0,12,0.5,60,52,0,0,4,1,4
71,0,0,13,3.5,40,52,0,0,4,2,1
28,0,0,12,4,40,52,0,0,4,1,7
57,0,0,13,4,40,52,0,0,4,1,5
36,0,0,12,4.2,40,52,0,0,4,4,3
50,0,0,12,5,40,52,0,0,4,1,1
53,1,0,12,4,40,52,0,0,4,1,1
48,0,0,16,12,50,52,0,0,4,1,1
51,1,0,11,3.5,40,52,0,0,4,1,1
29,0,0,13,2.6,40,48,0,0,4,1,1
56,0,1,13,8.7,70,52,0,0,4,1,1
54,0,0,13,4.89,40,52,0,0,4,1,7
56,0,0,14,2.43,40,52,0,0,4,1,1
60,1,0,12,2.43,40,52,0,0,4,1,1
39,1,0,13,2.35,40,50,0,0,4,1,6
51,1,0,16,3.5,40,52,0,0,4,4,1
54,0,0,16,3.5,40,52,0,0,4,4,1
41,0,0,12,7,50,52,0,0,4,1,1
50,0,0,12,3.3,40,52,0,0,4,1,6
47,0,0,13,6.5,40,52,0,0,4,1,7
30,0,0,12,3.53,40,52,0,0,4,5,1
29,1,0,16,4.1,40,52,0,0,4,5,1
57,0,1,12,2.5,40,52,0,0,4,1,1
51,1,1,12,2,40,52,0,0,4,1,1
61,0,0,13,4,40,52,0,0,4,1,1
29,1,0,13,3,40,52,0,0,4,1,7
45,0,0,13,3.5,40,52,0,0,4,1,7
57,0,0,16,3.7,40,52,0,0,4,1,5
73,1,0,12,2.5,36,52,0,0,4,4,5
53,1,0,18,12,40,52,0,0,4,1,1
55,0,0,18,6,40,52,0,0,4,1,1
28,0,0,16,10,40,52,0,0,4,1,7
41,1,0,14,3.5,40,52,0,0,4,2,1
43,1,0,12,1.5,40,52,0,0,4,4,1
28,0,0,12,2,40,52,0,0,4,4,1
23,1,0,13,1,40,52,0,0,4,4,7
55,1,0,12,1.5,40,52,0,0,4,4,1
57,0,0,12,2,40,52,0,0,4,4,1
28,0,0,12,2.8,40,52,0,0,4,1,1
47,0,0,16,38.9599,40,52,0,0,4,1,1
57,0,0,20,38.9599,60,52,0,0,4,1,1
63,1,0,13,2.5,40,52,0,0,4,1,1
53,1,0,13,6.1,36,52,0,0,4,4,1
51,0,0,16,14.5,40,52,0,0,4,1,1
54,1,0,16,5,40,52,0,0,4,1,1
51,0,0,18,6,60,52,0,0,4,1,1
62,1,1,12,3,60,52,0,0,4,1,1
49,1,0,13,5,40,52,1,0,4,1,1
36,1,0,18,3.8,40,52,1,0,4,4,1
43,1,1,12,1.8,40,52,1,0,4,1,1
40,0,0,13,2.43,55,52,1,0,4,2,1
60,0,0,20,3.025,40,52,1,0,4,4,5
49,0,0,12,2.1,40,52,0,0,4,4,1
45,0,0,13,4,50,52,0,0,4,1,1
47,0,0,14,8.3002,50,52,0,0,4,1,1
25,1,0,16,1.5,40,52,0,0,4,1,7
24,0,0,14,1.5,40,52,1,0,4,1,7
37,1,0,14,1.3,40,52,0,0,4,1,5
26,1,1,11,2.5,40,52,0,0,4,4,6
54,1,0,12,2.5,40,52,1,0,4,1,6
46,1,0,13,3.7,40,52,0,0,4,2,5
34,0,0,12,2.875,40,52,0,0,4,1,7
53,1,0,6,1.2,40,52,1,0,4,4,1
46,0,1,9,1.8,40,52,0,0,4,1,1
44,1,0,14,3.5,40,52,0,0,4,1,5
65,1,0,12,3.5,40,52,0,1,4,2,5
29,1,0,16,3.5,40,52,0,0,4,1,7
30,1,0,16,2.5,40,52,0,0,4,1,7
26,0,0,16,4,45,52,0,0,4,1,7
41,0,0,13,5,40,52,0,0,4,1,5
42,1,0,13,3.6,50,52,1,0,4,1,7
64,1,1,12,3.4461,40,52,1,0,4,1,1
44,1,1,12,3.8,40,52,1,0,4,1,5
53,0,0,13,4,60,52,0,0,4,1,1
51,1,0,12,6.4,40,52,0,0,4,1,1
63,0,0,12,8,40,52,1,0,4,1,1
32,1,0,16,3.5,40,52,0,0,4,1,3
28,0,0,14,5,40,52,0,0,4,2,3
35,0,0,13,4.8,45,52,1,0,4,1,7
27,0,0,12,2,40,52,0,0,4,1,7
33,1,0,12,3.8,40,52,0,0,4,2,1
67,1,0,12,0.7,40,52,0,0,4,1,7
52,1,0,18,3.5,40,52,0,0,4,1,7
30,1,0,16,5.05,40,52,0,0,4,2,5
47,0,1,12,3,40,52,0,0,4,1,1
35,1,1,14,4,40,52,0,0,4,1,1
39,0,0,16,5,40,52,0,0,4,1,7
29,0,0,16,4.5,40,52,1,0,4,1,1
29,1,0,16,4.2,40,52,1,0,4,1,1
50,0,0,13,0.6,52,52,1,0,4,1,5
26,0,1,11,2,40,52,0,0,4,1,7
35,1,0,16,4,40,52,0,0,4,2,1
65,1,0,13,2.748,40,52,0,0,4,2,1
70,0,0,13,6.45,46,52,0,0,4,2,1
31,0,0,13,2.946,40,52,0,0,4,2,7
26,0,0,16,38.9599,60,52,0,0,4,1,1
50,0,1,16,10,50,52,0,0,4,1,5
40,1,1,16,6,60,52,0,0,4,1,7
59,0,0,11,3.74,40,52,0,0,4,1,1
38,0,0,16,7.8,55,52,0,0,4,1,7
64,0,0,12,6.5,40,52,0,0,4,1,4
25,1,0,12,3.8,52,52,0,0,4,1,5
25,0,0,13,5,40,52,0,0,4,1,7
57,1,0,18,6.9,38,52,0,0,4,1,5
26,0,0,16,4.5002,55,52,0,0,4,1,1
39,0,0,18,3.384,40,52,0,0,4,1,5
53,1,0,12,3.7,40,52,0,0,4,2,7
56,1,0,12,3.9252,40,52,0,0,4,1,4
52,1,0,13,5.3863,40,52,0,0,4,1,5
46,0,0,12,3,40,52,0,0,4,1,1
45,1,0,12,1.5,40,52,0,0,4,1,1
29,0,0,12,2,40,52,0,0,4,1,1
28,1,0,12,2.5,40,52,0,0,4,1,1
52,0,0,12,5.0002,50,52,0,0,4,1,5
69,0,0,16,6.16,40,52,0,0,4,1,1
43,0,0,12,8,40,52,0,0,4,1,1
40,1,0,14,8,50,52,0,0,4,5,1
54,0,0,4,3,48,52,0,0,4,1,5
34,0,1,14,4,40,52,0,0,4,3,7
62,0,0,11,4.8,40,52,0,0,4,1,5
45,0,0,13,8.1951,40,52,0,0,4,1,7
37,1,0,13,5.8,40,52,0,0,4,1,1
43,0,0,12,4.7,40,52,0,0,4,2,1
51,0,0,14,5.5,40,52,0,0,4,2,5
33,0,0,13,7.5,40,52,0,0,4,1,1
23,1,0,13,2.5,40,52,0,0,4,4,7
57,0,1,12,8.2,40,52,0,0,4,1,1
56,1,1,12,3,40,52,0,0,4,1,1
58,0,0,16,10,40,52,0,0,4,1,1
52,1,0,16,10,40,52,0,0,4,1,1
43,0,0,20,10,40,52,0,0,4,1,1
37,1,0,20,10,40,52,0,0,4,1,1
50,1,0,12,0.8,40,52,0,0,4,1,1
47,0,0,13,1,40,52,0,0,4,1,1
41,0,1,8,3.4,40,52,0,0,4,1,1
50,1,0,18,6.8,40,52,0,0,4,1,1
29,0,0,20,6,40,52,0,0,4,1,1
35,1,0,13,2.92,40,52,0,0,4,1,7
33,0,0,18,4.7,40,52,0,0,4,1,1
38,0,1,13,5,40,52,0,0,4,1,1
49,0,1,12,11.6,40,52,0,0,4,1,1
54,1,0,13,3.7,40,52,0,0,4,1,5
38,0,0,16,3,40,52,0,0,4,4,7
32,0,1,12,1.95,40,52,0,0,4,1,1
55,1,0,13,3.95,40,52,0,0,4,1,5
55,1,0,14,5.9,40,52,0,0,4,1,5
46,0,0,18,14.5,50,52,0,0,4,1,1
45,1,0,18,10.5,40,52,0,0,4,1,2
40,0,0,20,15,45,52,0,0,4,1,7
58,0,0,12,4.5,40,52,0,0,4,4,1
54,1,0,12,3.12,40,52,0,0,4,4,1
33,0,0,13,3.5,40,52,0,0,4,4,1
59,1,0,16,3.79,45,52,0,0,4,1,7
27,0,0,12,4.5,70,52,0,0,4,1,7
24,1,0,14,3.8675,40,52,0,0,4,1,7
25,1,0,12,1.84,40,52,0,0,4,1,1
40,0,0,9,5.5,40,52,0,0,4,8,1
37,1,0,13,4.2,40,52,0,0,4,1,1
42,0,0,11,4.2,36,52,0,0,4,1,1
44,0,0,11,4.2,50,52,0,0,4,1,7
66,0,1,6,1.9881,40,52,0,0,4,1,1
51,0,0,16,7.3,40,52,0,0,4,1,1
52,1,0,16,4,40,52,0,0,4,1,1
58,0,0,18,14.4,40,52,0,0,4,1,1
56,1,0,12,2.2901,40,52,0,0,4,1,1
55,0,0,12,6.8,40,52,0,0,4,1,5
64,0,0,13,3.5,40,52,0,0,4,1,1
38,0,0,12,8,40,49,0,0,4,1,5
62,0,0,16,9.5,40,52,0,0,4,1,1
40,0,0,12,3,40,52,0,0,4,1,1
41,1,0,14,4,40,52,0,0,4,4,1
43,0,0,12,4,40,52,0,0,4,4,1
30,0,0,13,6,40,52,0,0,4,1,1
27,0,0,11,10,40,52,0,0,4,1,1
31,0,0,13,3,40,52,0,0,4,1,7
32,0,0,12,10,60,52,0,0,4,1,6
28,0,0,12,5.1,40,48,0,0,4,1,5
33,1,0,18,6.6,40,52,0,0,4,1,1
33,0,0,20,7.5,40,50,0,0,4,1,1
49,1,1,12,2.2,40,52,0,0,4,1,1
22,1,1,13,1,60,52,0,0,4,1,7
18,1,1,12,2.9,40,52,0,0,4,1,7
53,0,0,20,15,60,52,0,0,4,4,1
48,0,1,12,2.5,60,52,0,0,4,1,1
48,1,1,12,3,40,52,0,0,4,1,1
46,0,0,12,5,40,52,0,0,4,1,3
53,0,0,12,7.5,41,52,0,0,4,1,1
38,1,0,13,3.8,40,52,0,0,4,1,5
21,0,0,12,2.4,40,52,0,0,4,2,7
49,0,0,16,3.4612,60,52,0,0,4,4,1
64,1,0,13,5.1,40,52,0,0,4,1,4
43,0,0,12,4.4897,40,52,0,0,4,1,1
42,1,0,12,1.5487,38,52,0,0,4,1,1
48,1,1,16,4.524,41,52,0,0,4,7,5
71,1,0,18,6.3,40,52,0,0,4,1,4
60,0,0,12,1.6,40,52,0,0,4,1,1
37,0,1,8,3.5,40,52,0,0,4,1,1
57,1,0,12,5,40,52,0,0,4,1,1
24,0,0,12,10,40,52,0,0,4,1,1
41,1,0,12,3,40,48,0,0,4,1,5
51,1,0,12,2.7,40,52,0,0,4,1,1
54,0,0,13,4.9,47,52,0,0,4,1,1
26,0,0,12,10,70,52,0,0,4,1,7
41,0,0,16,10,40,52,0,0,4,1,1
41,1,1,11,3.678,40,52,0,0,4,1,1
22,1,1,12,2.399,40,52,0,0,4,1,7
20,0,1,12,1.95,40,52,0,0,4,1,7
45,0,0,12,5,47,52,0,0,4,1,7
50,1,0,13,3.8,40,52,0,0,4,1,1
25,1,0,16,3.355,40,52,0,0,4,1,7
27,1,0,13,6.5,40,52,0,0,4,1,7
34,0,0,16,12,50,52,0,0,4,1,1
55,0,0,18,12.4,45,52,0,0,4,1,1
52,1,0,18,6,50,52,0,0,4,1,1
47,0,0,16,38.9599,45,52,0,0,4,1,1
38,0,1,12,9.5,45,52,0,0,4,1,7
43,1,1,12,2,40,52,0,0,4,1,1
51,0,1,12,2.8,40,52,0,0,4,1,1
28,1,1,13,5.5,40,52,0,0,4,1,6
39,1,0,14,6.0002,40,52,0,0,4,1,7
29,0,1,12,3,40,52,0,0,4,1,1
27,1,1,12,2,40,52,0,0,4,1,1
26,0,1,13,6.5,40,52,0,0,4,1,5
60,0,1,20,15,40,52,0,0,4,1,7
50,1,1,6,2.4,40,52,0,0,4,1,7
43,0,1,13,5.5,40,52,0,0,4,7,1
28,1,1,18,5.1,40,52,0,0,4,1,1
47,0,1,16,4.5,40,52,0,0,4,1,1
42,0,1,12,3.2,40,52,0,0,4,1,1
41,1,1,8,2.8,40,52,0,0,4,1,1
21,0,1,12,1.6,40,52,0,0,4,1,7
35,1,1,12,2,40,52,0,0,4,1,7
43,0,1,13,5.5,40,52,0,0,4,1,1
21,0,1,12,3,40,52,0,0,4,1,7
19,0,1,11,1.5,40,52,0,0,4,1,7
27,1,1,12,3,40,52,0,0,4,1,1
29,0,1,12,4,60,52,0,0,4,1,1
34,0,1,16,6.8,40,52,0,0,4,1,1
47,0,1,9,2.8,45,52,0,0,4,1,1
46,1,1,9,3.12,40,52,0,0,4,1,3
47,1,1,12,3.9,40,52,0,0,4,1,7
33,1,1,12,3,40,52,0,0,4,1,1
48,1,0,12,3.5,40,52,0,0,4,1,3
24,1,1,13,2.2,40,52,0,0,4,1,7
39,1,1,12,3.5,40,52,0,0,4,1,7
41,1,1,12,4.2,40,52,0,0,4,1,5
26,0,1,16,3.5,40,52,0,0,4,3,7
44,0,1,12,2,40,52,0,0,4,1,1
54,1,1,12,2,40,52,0,0,4,1,1
51,0,1,11,3,40,52,0,0,4,1,5
19,1,1,12,3.35,40,52,0,0,4,1,7
27,0,1,12,5.2,40,52,0,0,4,1,1
24,1,0,16,2,40,52,0,0,4,1,1
30,0,0,18,6.4,45,52,0,0,4,1,7
41,0,1,12,5.4,45,52,0,0,4,1,5
55,1,0,13,3,40,52,0,0,4,1,1
46,1,1,12,2,40,52,0,0,4,1,5
45,0,1,13,3,40,52,0,0,4,7,7
38,1,1,12,1.7,40,52,0,0,4,1,1
21,1,1,6,1.85,40,52,0,0,4,1,7
31,1,1,8,2.1,40,52,0,0,4,1,7
32,0,0,14,7.4,55,52,0,0,4,1,1
36,0,1,14,2.4,40,52,0,0,4,1,5
30,0,1,12,2.885,40,52,0,0,4,1,7
30,0,1,13,5.275,40,52,0,0,4,1,5
33,0,1,14,4.9,50,52,0,0,4,1,1
26,0,1,6,2.8,40,52,0,0,4,1,1
22,1,1,12,2.5,40,52,0,0,4,6,7
32,0,1,4,2.5,40,52,0,0,4,1,7
24,1,1,11,1.5,40,52,0,0,4,6,6
25,0,1,12,3.3,40,52,0,0,4,1,7
33,0,1,18,2.8,50,52,0,0,4,1,7
38,0,0,18,4.2,40,52,0,0,4,1,7
44,0,0,16,15,50,52,0,0,4,1,1
42,1,1,13,3.7,50,50,0,0,4,1,1
43,0,1,12,4.3,40,52,0,0,4,1,1
34,0,1,18,43.6465,60,52,0,0,4,1,1
29,1,1,12,2.8,40,52,0,0,4,1,1
27,0,1,12,4,40,52,0,0,4,1,1
38,1,1,12,1.8,40,52,0,0,4,1,6
44,1,1,12,3,40,52,0,0,4,1,1
48,0,1,11,1,40,52,0,0,4,1,3
36,1,0,18,5.4,40,52,0,0,4,1,1
56,0,0,13,8.82,40,52,0,0,4,1,1
64,0,1,9,2.2,40,52,0,0,4,1,1
32,1,1,12,2.4,40,52,0,0,4,1,3
29,0,1,14,4,45,52,0,0,4,1,1
29,0,1,6,5,40,52,0,0,4,1,1
29,0,1,12,4.86,40,52,0,0,4,1,7
29,0,1,12,4.8,40,52,0,0,4,3,5
64,1,0,18,6.6,40,52,0,0,4,1,5
61,0,1,16,4.7,40,52,0,0,4,1,1
54,1,1,12,2.7,40,52,0,0,4,1,5
29,1,1,12,7.5,40,52,0,0,4,1,1
56,0,1,6,5,40,52,0,0,4,1,3
39,1,1,12,2,40,52,0,0,4,1,5
40,0,1,8,4,40,48,0,0,4,1,1
33,1,0,12,2.9902,40,52,0,0,4,1,1
48,0,0,16,9.6,40,52,0,0,4,5,1
49,0,0,13,6.5,40,52,0,0,4,1,1
40,1,0,18,4.9,40,52,0,0,4,1,1
33,0,0,14,4.8,40,48,0,0,4,2,5
55,0,0,16,6,60,52,0,0,4,1,1
37,1,0,14,6,60,52,0,0,4,1,1
60,1,0,18,6.7,60,52,0,0,4,2,1
38,1,0,16,5.5,40,52,0,0,4,1,1
37,0,0,16,4.35,45,52,0,0,4,1,1
43,1,0,16,6.5,40,52,0,0,4,5,7
42,0,0,11,2.9,40,50,0,0,4,1,1
29,0,0,13,4.6,50,52,0,0,4,1,1
31,1,0,13,3.5,40,52,0,0,4,4,2
42,1,0,12,2.7,40,52,0,0,4,1,6
54,0,0,11,8,40,52,0,0,4,1,1
48,1,0,13,1.85,40,52,0,0,4,4,1
23,0,0,13,2.3,45,52,0,0,4,4,7
22,0,0,9,1.35,40,48,0,0,4,4,7
20,0,0,13,1.15,40,52,0,0,4,4,7
24,0,0,16,3.9,40,52,0,0,4,2,7
52,0,0,13,6.2,60,52,0,0,4,1,1
55,1,0,13,2.5,40,52,0,0,4,1,1
61,0,0,12,4.2,60,52,0,0,4,4,1
30,0,0,12,6,50,52,0,0,4,4,1
30,1,0,13,2.5,50,52,0,0,4,4,1
27,0,0,13,5,50,52,0,0,4,2,1
52,0,0,16,9,40,52,0,0,4,7,1
44,1,0,13,9,40,52,0,0,4,1,1
28,0,0,11,6.1,45,52,0,0,4,1,7
49,0,0,13,5.1,40,52,0,0,4,1,1
39,1,0,14,3.5002,40,52,0,0,4,8,1
26,1,0,12,4.2,40,52,0,0,4,4,1
25,0,0,12,3.9,40,51,0,0,4,1,1
41,1,0,14,2.5,40,52,0,0,4,4,7
28,1,0,16,2.7,40,48,0,0,4,4,7
27,1,0,13,3.7,40,52,0,0,4,5,7
42,0,0,16,9.7,40,52,0,0,4,1,1
40,1,0,16,5.5,40,52,0,0,4,1,1
43,0,0,12,4,40,52,0,0,4,7,7
29,1,0,16,5,36,52,0,0,4,4,1
33,0,0,14,5,40,52,0,0,4,4,1
38,0,0,13,4.36,70,50,0,0,4,8,7
48,1,0,18,12,60,52,0,0,4,4,1
28,1,0,13,4,40,52,0,0,4,4,7
29,1,0,12,2.7385,40,52,0,0,4,4,1
52,0,0,16,3.125,40,52,0,0,4,4,3
38,1,0,12,4.576,40,52,0,0,4,7,1
41,0,0,12,3.8,40,52,0,0,4,2,1
22,0,0,12,2.5,40,50,0,0,4,1,7
42,1,0,13,2.1,40,52,0,0,4,1,5
42,0,0,16,2.5,40,52,0,0,4,7,7
34,0,0,12,2.9,40,52,0,0,4,1,7
32,0,0,16,0.4,40,52,0,0,4,4,1
48,0,0,14,10.3,60,50,0,0,4,1,1
26,1,0,16,4.3,36,52,0,0,4,4,7
29,0,0,13,5,40,52,0,0,4,2,7
36,0,0,20,5.5,40,52,0,0,4,1,1
38,0,0,16,10,40,52,0,0,4,8,1
43,1,0,12,8.2215,45,52,0,0,4,4,5
55,0,0,12,9.2,45,52,0,0,4,4,5
47,1,0,13,3.6,52,52,0,0,4,1,5
43,1,0,16,6,36,52,0,0,4,4,1
49,1,0,16,10,40,52,0,0,4,4,1
21,0,0,14,1.5,40,52,0,0,4,1,7
30,0,0,14,2,40,52,0,0,4,2,1
29,0,0,14,4.3,45,52,0,0,4,1,7
32,1,0,12,4,40,52,0,0,4,2,7
64,1,0,13,3,40,52,0,0,4,2,5
58,0,0,14,2.912,40,52,0,0,4,1,1
